claim_id,customer_id,claim_date,claim_amount,incident_type,document_status,approval_status,processing_time
1959,5360,2023-05-29,16060.81,Accident,Incomplete,Approved,72
1960,4895,2023-04-14,5106.09,Natural Disaster,Complete,Approved,29
1961,1236,2023-06-02,15018.33,Natural Disaster,Complete,Rejected,16
1962,6342,2023-04-22,7500.06,Natural Disaster,Incomplete,Approved,2
1963,9065,2023-04-26,13667.36,Vandalism,Pending,Approved,84
1964,4587,2023-09-17,9964.71,Theft,Complete,Rejected,74
1965,1777,2023-04-28,6335.14,Theft,Incomplete,Under Review,31
1966,6802,2023-06-14,4217.22,Natural Disaster,Pending,Under Review,61
1967,4772,2023-09-10,11540.01,Vandalism,Pending,Rejected,47
1968,2802,2024-09-12,5181.82,Fire,Pending,Under Review,16
1969,9434,2023-04-18,8316.0,Theft,Complete,Rejected,36
1970,1589,2024-07-25,11100.08,Fire,Incomplete,Under Review,88
1971,3922,2023-02-25,5092.39,Vandalism,Incomplete,Rejected,9
1972,3966,2024-07-28,19854.28,Vandalism,Pending,Approved,10
1973,7685,2023-01-23,16355.55,Accident,Complete,Approved,32
1974,5478,2024-05-09,4098.44,Theft,Pending,Approved,11
1975,5681,2023-04-02,501.67,Natural Disaster,Incomplete,Under Review,76
1976,2707,2023-09-04,2238.0,Fire,Incomplete,Under Review,65
1977,6047,2023-02-13,10422.22,Vandalism,Incomplete,Approved,35
1978,1135,2022-09-22,10509.58,Accident,Incomplete,Approved,12
1979,3643,2023-07-10,5062.84,Theft,Complete,Rejected,87
1980,6923,2024-05-28,13741.08,Theft,Incomplete,Under Review,46
1981,8347,2023-09-12,10827.71,Accident,Complete,Rejected,2
1982,5209,2024-01-24,17209.79,Theft,Incomplete,Approved,36
1983,5861,2023-10-03,7198.8,Natural Disaster,Pending,Under Review,49
1984,5781,2024-09-15,10303.23,Accident,Pending,Approved,17
1985,5823,2024-02-27,15988.88,Vandalism,Pending,Rejected,58
1986,6970,2023-10-21,748.72,Fire,Incomplete,Under Review,5
1987,4044,2023-12-20,13889.42,Theft,Pending,Under Review,46
1988,5400,2024-02-16,14789.29,Accident,Pending,Under Review,1
1989,6483,2023-09-09,657.17,Natural Disaster,Complete,Under Review,74
1990,6614,2024-05-22,6330.7,Natural Disaster,Complete,Approved,60
1991,5058,2024-07-16,17192.25,Theft,Incomplete,Approved,62
1992,8284,2022-10-27,12702.38,Vandalism,Complete,Under Review,51
1993,2358,2024-08-05,11632.2,Accident,Pending,Under Review,38
1994,7967,2024-08-16,3107.88,Natural Disaster,Complete,Rejected,88
1995,2331,2023-01-19,7554.36,Natural Disaster,Pending,Rejected,69
1996,3646,2024-07-25,16116.41,Fire,Complete,Approved,59
1997,3176,2024-07-27,649.18,Theft,Incomplete,Under Review,55
1998,1099,2023-06-22,5765.48,Theft,Incomplete,Rejected,88
1999,4847,2023-12-08,14465.48,Vandalism,Incomplete,Rejected,68
2000,7305,2024-06-27,2640.21,Theft,Pending,Approved,9
2001,3387,2024-06-03,17251.85,Accident,Complete,Under Review,83
2002,4429,2023-12-12,10898.73,Accident,Complete,Under Review,5
2003,1789,2024-04-10,8012.91,Fire,Incomplete,Under Review,77
2004,8080,2023-10-13,6498.77,Theft,Incomplete,Rejected,69
2005,3907,2023-05-03,17498.19,Fire,Incomplete,Under Review,60
2006,9479,2024-06-10,11471.4,Accident,Pending,Under Review,53
2007,5016,2023-10-15,4729.34,Fire,Pending,Under Review,20
2008,8534,2024-06-26,12649.36,Theft,Incomplete,Under Review,31
2009,1600,2024-02-24,15270.09,Theft,Pending,Rejected,78
2010,6199,2023-12-13,4534.47,Natural Disaster,Complete,Under Review,2
2011,6736,2024-08-28,778.86,Vandalism,Complete,Under Review,63
2012,6307,2023-07-08,5202.97,Vandalism,Pending,Rejected,49
2013,4388,2023-04-02,14778.79,Theft,Incomplete,Rejected,71
2014,8965,2023-06-07,15487.43,Accident,Complete,Rejected,11
2015,5397,2024-05-14,1861.58,Accident,Pending,Under Review,66
2016,1314,2023-09-26,15092.33,Accident,Complete,Under Review,70
2017,8202,2023-12-02,8681.32,Fire,Incomplete,Rejected,21
2018,3319,2023-01-15,11431.88,Accident,Pending,Approved,77
2019,6468,2023-07-26,1975.38,Fire,Complete,Under Review,34
2020,4026,2024-01-30,10366.18,Natural Disaster,Incomplete,Approved,89
2021,3385,2022-11-14,16228.14,Natural Disaster,Complete,Approved,20
2022,6969,2023-10-01,19595.32,Fire,Complete,Rejected,48
2023,8488,2023-03-16,1798.29,Vandalism,Complete,Approved,90
2024,8770,2024-08-20,11329.72,Accident,Incomplete,Rejected,10
2025,5000,2023-05-16,6076.71,Natural Disaster,Complete,Under Review,2
2026,8560,2024-03-11,9698.87,Fire,Complete,Approved,38
2027,1984,2024-03-06,9763.04,Theft,Pending,Under Review,85
2028,5602,2024-06-02,15679.56,Fire,Pending,Rejected,62
2029,5720,2023-07-16,18982.77,Natural Disaster,Complete,Under Review,59
2030,3120,2023-02-05,14422.89,Fire,Pending,Rejected,26
2031,4261,2023-09-25,4185.18,Vandalism,Complete,Approved,58
2032,8053,2023-10-09,17885.88,Theft,Incomplete,Approved,83
2033,1946,2023-04-17,16317.17,Fire,Complete,Under Review,10
2034,6175,2023-12-31,10836.35,Theft,Complete,Approved,1
2035,2097,2022-12-03,14679.52,Vandalism,Incomplete,Approved,74
2036,4147,2022-10-29,16134.84,Theft,Pending,Under Review,18
2037,7133,2023-03-06,9642.88,Accident,Complete,Approved,8
2038,9044,2024-03-16,2331.64,Natural Disaster,Complete,Rejected,81
2039,4461,2024-04-21,19972.91,Theft,Complete,Rejected,28
2040,6884,2023-11-15,9885.81,Fire,Incomplete,Approved,90
2041,5007,2023-05-12,10256.21,Fire,Pending,Under Review,89
2042,1947,2024-04-01,18520.34,Accident,Incomplete,Approved,5
2043,3290,2024-07-24,9601.34,Vandalism,Complete,Under Review,69
2044,5065,2024-09-13,14755.79,Theft,Complete,Rejected,79
2045,6523,2023-07-25,11648.79,Accident,Pending,Rejected,62
2046,5401,2022-10-25,13614.67,Natural Disaster,Incomplete,Approved,47
2047,4225,2023-09-21,9258.97,Vandalism,Incomplete,Rejected,71
2048,8614,2023-05-21,11459.2,Fire,Pending,Rejected,89
2049,9906,2023-07-14,7397.4,Fire,Incomplete,Approved,75
2050,5454,2023-06-16,7416.39,Accident,Pending,Rejected,42
2051,8302,2023-12-16,16586.52,Accident,Incomplete,Rejected,19
2052,5426,2023-07-23,17179.17,Theft,Pending,Approved,1
2053,9971,2023-05-31,4793.71,Fire,Incomplete,Rejected,56
2054,8291,2022-10-28,8479.43,Accident,Pending,Under Review,3
2055,5849,2023-05-16,13885.52,Vandalism,Pending,Rejected,87
2056,6537,2022-11-15,15091.84,Natural Disaster,Complete,Rejected,54
2057,3694,2023-01-05,2863.23,Fire,Complete,Rejected,57
2058,8382,2023-09-06,3200.81,Natural Disaster,Pending,Rejected,3
2059,3412,2023-12-18,7478.11,Theft,Incomplete,Under Review,58
2060,6319,2024-02-22,1971.55,Natural Disaster,Complete,Under Review,8
2061,7041,2023-05-28,9620.4,Natural Disaster,Complete,Under Review,50
2062,6312,2024-09-03,15377.76,Fire,Incomplete,Rejected,26
2063,4591,2023-11-12,9283.66,Vandalism,Pending,Approved,76
2064,1869,2023-04-30,4329.65,Accident,Pending,Rejected,83
2065,6276,2023-11-30,4168.48,Natural Disaster,Complete,Approved,53
2066,1604,2024-03-06,19335.43,Accident,Pending,Approved,19
2067,4356,2022-12-29,19257.91,Vandalism,Incomplete,Approved,15
2068,9822,2024-01-29,16552.99,Theft,Complete,Under Review,47
2069,8220,2024-04-28,12476.5,Natural Disaster,Complete,Under Review,77
2070,4548,2024-03-07,5090.23,Accident,Complete,Approved,20
2071,4296,2023-09-16,13480.78,Fire,Incomplete,Approved,89
2072,1014,2023-09-07,1843.66,Accident,Pending,Approved,41
2073,1734,2023-06-18,7337.55,Fire,Incomplete,Approved,1
2074,3955,2024-08-06,13047.77,Vandalism,Complete,Under Review,52
2075,7456,2024-04-03,834.27,Fire,Pending,Approved,13
2076,6661,2023-01-25,17282.47,Vandalism,Incomplete,Rejected,74
2077,6515,2024-05-14,9042.44,Natural Disaster,Complete,Rejected,64
2078,3954,2023-01-22,16568.48,Vandalism,Incomplete,Under Review,24
2079,9357,2022-11-05,16430.29,Vandalism,Incomplete,Under Review,43
2080,6001,2024-05-14,1957.97,Natural Disaster,Complete,Rejected,67
2081,8375,2023-05-18,4148.08,Theft,Incomplete,Approved,80
2082,8171,2023-10-17,1527.96,Natural Disaster,Incomplete,Under Review,18
2083,4195,2023-02-20,11765.3,Accident,Complete,Approved,12
2084,3382,2022-11-30,15223.66,Theft,Pending,Rejected,65
2085,1361,2023-02-22,1190.91,Vandalism,Incomplete,Approved,51
2086,8379,2022-11-07,15822.34,Natural Disaster,Pending,Approved,43
2087,8762,2023-06-08,18707.16,Fire,Pending,Under Review,15
2088,5886,2024-05-15,11824.79,Fire,Pending,Rejected,54
2089,9015,2023-09-17,18273.09,Vandalism,Incomplete,Under Review,64
2090,5848,2022-12-19,3419.71,Theft,Incomplete,Under Review,49
2091,6041,2023-09-25,9919.25,Natural Disaster,Incomplete,Under Review,76
2092,7940,2024-09-15,16026.03,Fire,Incomplete,Rejected,17
2093,9742,2023-01-28,14088.19,Theft,Complete,Approved,77
2094,2595,2023-02-19,8654.78,Natural Disaster,Incomplete,Rejected,30
2095,7679,2024-08-02,9826.09,Vandalism,Pending,Under Review,66
2096,1674,2024-01-06,8450.96,Fire,Pending,Approved,31
2097,8997,2023-04-04,12725.46,Accident,Pending,Under Review,23
2098,6241,2022-11-29,10981.08,Natural Disaster,Incomplete,Approved,61
2099,9840,2022-10-17,18795.94,Theft,Incomplete,Rejected,87
2100,9778,2023-11-20,11172.36,Accident,Complete,Rejected,1
2101,2082,2023-08-21,12220.3,Theft,Incomplete,Under Review,37
2102,2856,2023-01-24,7688.16,Natural Disaster,Complete,Approved,7
2103,3036,2024-06-08,15994.16,Natural Disaster,Incomplete,Approved,80
2104,4795,2023-02-02,8806.11,Fire,Pending,Approved,46
2105,4782,2023-12-13,1754.4,Theft,Incomplete,Approved,13
2106,4232,2022-10-01,16453.57,Natural Disaster,Complete,Rejected,7
2107,7660,2023-12-22,19954.05,Fire,Incomplete,Rejected,84
2108,3644,2024-05-28,12637.93,Fire,Pending,Approved,15
2109,6834,2023-05-27,12034.95,Fire,Pending,Under Review,18
2110,7703,2023-11-17,3471.22,Fire,Pending,Approved,80
2111,1652,2023-09-06,14099.22,Accident,Pending,Approved,55
2112,5627,2023-12-18,7104.53,Fire,Pending,Approved,87
2113,1911,2024-05-02,5973.64,Accident,Complete,Rejected,85
2114,2985,2022-10-12,7878.69,Accident,Incomplete,Under Review,66
2115,2473,2023-07-01,14985.19,Accident,Incomplete,Rejected,35
2116,4566,2022-10-13,8044.31,Fire,Incomplete,Rejected,28
2117,7228,2022-12-30,5905.78,Accident,Pending,Under Review,70
2118,5922,2023-12-24,9405.6,Theft,Incomplete,Rejected,43
2119,1440,2022-11-27,5486.93,Accident,Complete,Approved,55
2120,8583,2023-09-12,4918.04,Vandalism,Complete,Under Review,43
2121,5270,2023-01-14,2396.19,Natural Disaster,Incomplete,Rejected,45
2122,4352,2024-01-19,7904.32,Accident,Pending,Approved,49
2123,4609,2022-10-06,9488.74,Vandalism,Complete,Approved,22
2124,6160,2023-01-10,7132.64,Vandalism,Incomplete,Rejected,17
2125,8110,2022-12-23,3510.92,Fire,Incomplete,Approved,27
2126,5086,2022-12-03,18152.63,Theft,Pending,Rejected,9
2127,4522,2024-04-27,12912.21,Theft,Pending,Approved,31
2128,4752,2023-09-13,8078.7,Fire,Pending,Approved,75
2129,6211,2023-10-14,11753.58,Theft,Incomplete,Rejected,66
2130,2412,2024-01-14,548.53,Fire,Pending,Approved,25
2131,1882,2022-11-05,1040.56,Natural Disaster,Incomplete,Rejected,54
2132,7639,2024-01-16,12023.36,Natural Disaster,Complete,Under Review,31
2133,2143,2023-10-23,14658.63,Fire,Pending,Rejected,65
2134,1646,2023-01-24,17076.61,Accident,Pending,Approved,67
2135,4300,2023-09-10,4071.89,Theft,Complete,Approved,17
2136,8709,2024-07-22,13371.84,Vandalism,Incomplete,Approved,83
2137,1902,2023-07-26,7238.31,Theft,Pending,Under Review,61
2138,5686,2023-01-19,791.19,Fire,Incomplete,Approved,56
2139,5733,2022-12-12,15111.46,Vandalism,Complete,Approved,90
2140,7237,2024-01-21,10928.17,Theft,Pending,Rejected,22
2141,5012,2023-08-28,7887.13,Fire,Pending,Approved,28
2142,2342,2023-05-18,4828.4,Theft,Complete,Under Review,45
2143,2497,2023-11-26,7774.98,Theft,Pending,Under Review,1
2144,6564,2023-07-08,17337.3,Fire,Incomplete,Rejected,45
2145,6898,2024-01-05,13063.25,Accident,Pending,Under Review,81
2146,5304,2024-02-12,6037.76,Fire,Pending,Approved,54
2147,7876,2022-11-19,16313.97,Vandalism,Pending,Approved,37
2148,5245,2023-12-07,659.12,Accident,Complete,Under Review,43
2149,6685,2024-07-19,18444.8,Accident,Pending,Approved,18
2150,5368,2023-07-19,1012.04,Theft,Incomplete,Under Review,35
2151,1738,2023-10-16,9803.66,Accident,Complete,Under Review,32
2152,6934,2024-03-11,7551.3,Natural Disaster,Complete,Under Review,13
2153,6928,2023-02-27,4437.4,Natural Disaster,Pending,Under Review,54
2154,6154,2022-10-25,9371.84,Fire,Complete,Approved,1
2155,5853,2023-08-12,857.94,Accident,Complete,Under Review,86
2156,2489,2023-06-12,5884.24,Theft,Incomplete,Rejected,13
2157,1148,2023-10-19,1290.96,Accident,Incomplete,Rejected,31
2158,5667,2023-02-20,6182.91,Accident,Incomplete,Under Review,67
2159,9054,2023-12-31,11785.45,Natural Disaster,Incomplete,Approved,5
2160,5919,2024-06-18,9707.81,Fire,Pending,Approved,57
2161,7618,2022-10-21,4199.58,Theft,Incomplete,Approved,58
2162,8024,2022-10-13,19442.77,Fire,Incomplete,Under Review,81
2163,6733,2024-09-19,14930.89,Theft,Pending,Approved,18
2164,4007,2024-03-24,11424.17,Natural Disaster,Complete,Approved,12
2165,3800,2024-06-12,2353.44,Accident,Pending,Under Review,80
2166,5559,2023-12-23,18726.62,Theft,Pending,Approved,21
2167,6119,2023-10-13,614.83,Vandalism,Complete,Under Review,81
2168,3428,2022-12-11,13285.1,Accident,Complete,Under Review,89
2169,8829,2024-01-03,12701.9,Fire,Complete,Rejected,37
2170,7208,2023-04-30,18196.16,Natural Disaster,Complete,Under Review,59
2171,2275,2023-08-24,13662.28,Vandalism,Incomplete,Under Review,43
2172,1108,2024-01-16,4882.38,Fire,Pending,Rejected,43
2173,8506,2023-10-09,5523.64,Accident,Complete,Approved,75
2174,2668,2024-01-22,16231.36,Accident,Complete,Approved,23
2175,9888,2023-01-07,1810.43,Vandalism,Complete,Approved,60
2176,8268,2023-06-15,9360.36,Theft,Pending,Approved,55
2177,1676,2024-08-06,9189.64,Fire,Pending,Approved,63
2178,5309,2023-08-19,17302.58,Vandalism,Pending,Under Review,32
2179,4938,2024-06-01,2535.13,Natural Disaster,Incomplete,Rejected,73
2180,8746,2023-03-05,7136.96,Natural Disaster,Incomplete,Under Review,44
2181,5157,2023-02-21,2784.93,Accident,Complete,Under Review,36
2182,3198,2024-03-18,14869.95,Theft,Complete,Under Review,90
2183,8356,2023-11-14,4352.21,Theft,Pending,Under Review,64
2184,7479,2022-09-22,6427.4,Theft,Complete,Rejected,18
2185,3148,2023-03-29,4145.48,Theft,Complete,Rejected,28
2186,9175,2023-10-29,10436.55,Accident,Pending,Under Review,52
2187,3061,2023-06-25,16521.4,Fire,Incomplete,Approved,61
2188,8174,2023-03-28,9157.32,Fire,Complete,Under Review,23
2189,8620,2023-08-04,8334.48,Fire,Complete,Rejected,62
2190,8530,2023-08-06,15510.93,Natural Disaster,Complete,Under Review,45
2191,3632,2023-04-04,10728.89,Theft,Pending,Rejected,22
2192,3081,2023-08-08,18337.32,Accident,Pending,Under Review,72
2193,6672,2024-01-19,11701.56,Accident,Pending,Under Review,5
2194,5036,2023-12-02,8129.09,Vandalism,Complete,Approved,61
2195,7458,2023-03-02,5059.97,Vandalism,Incomplete,Under Review,47
2196,3383,2024-02-09,11212.93,Natural Disaster,Complete,Rejected,13
2197,6271,2023-05-28,6846.97,Theft,Pending,Rejected,69
2198,9641,2024-09-04,14830.22,Natural Disaster,Incomplete,Approved,13
2199,2339,2022-11-12,3118.12,Accident,Complete,Approved,88
2200,7402,2022-12-07,12529.69,Theft,Pending,Approved,2
2201,5884,2024-04-06,19247.43,Accident,Complete,Rejected,58
2202,7229,2023-05-21,4200.53,Natural Disaster,Incomplete,Approved,37
2203,3297,2023-09-11,13429.21,Fire,Pending,Rejected,29
2204,1187,2024-02-12,3983.67,Natural Disaster,Pending,Rejected,79
2205,1916,2023-11-08,12909.54,Natural Disaster,Pending,Under Review,59
2206,6550,2024-01-21,1872.81,Accident,Complete,Approved,67
2207,4446,2024-05-05,11416.92,Fire,Pending,Under Review,74
2208,9353,2023-07-18,15041.91,Accident,Complete,Rejected,14
2209,3404,2024-05-02,12017.32,Natural Disaster,Incomplete,Under Review,40
2210,2933,2023-12-19,15451.53,Natural Disaster,Complete,Approved,4
2211,9046,2023-01-21,602.04,Theft,Complete,Approved,31
2212,8955,2024-06-03,18786.2,Natural Disaster,Pending,Approved,50
2213,9071,2024-05-15,7808.11,Accident,Pending,Approved,20
2214,5885,2024-03-10,13753.54,Natural Disaster,Complete,Rejected,37
2215,3136,2022-11-02,7402.77,Vandalism,Pending,Under Review,35
2216,3304,2022-12-11,2373.41,Fire,Incomplete,Under Review,71
2217,5191,2024-08-02,4565.51,Accident,Incomplete,Approved,86
2218,3614,2023-08-20,17886.94,Fire,Incomplete,Under Review,22
2219,2930,2023-05-19,12977.2,Theft,Incomplete,Approved,51
2220,6456,2022-09-25,14474.43,Natural Disaster,Pending,Approved,16
2221,8917,2023-07-25,671.4,Theft,Complete,Under Review,47
2222,4324,2023-03-06,2172.46,Vandalism,Pending,Rejected,27
2223,1174,2023-04-02,19815.01,Accident,Incomplete,Approved,21
2224,9708,2023-11-20,1933.92,Natural Disaster,Incomplete,Under Review,90
2225,2580,2023-03-17,601.36,Vandalism,Pending,Rejected,53
2226,2634,2023-01-10,5201.45,Vandalism,Complete,Approved,75
2227,7142,2024-05-14,4467.32,Accident,Pending,Rejected,55
2228,2629,2023-08-23,1726.19,Theft,Incomplete,Under Review,45
2229,2466,2024-07-05,6697.99,Fire,Incomplete,Approved,45
2230,8557,2024-03-04,4287.29,Natural Disaster,Incomplete,Under Review,46
2231,9878,2022-11-07,18272.34,Fire,Pending,Approved,47
2232,1492,2024-08-15,1041.08,Fire,Pending,Under Review,5
2233,8510,2023-01-04,16098.92,Fire,Incomplete,Under Review,29
2234,8386,2023-05-19,10655.37,Fire,Incomplete,Under Review,59
2235,2689,2024-08-05,18544.38,Theft,Complete,Approved,14
2236,1736,2024-02-25,8568.37,Vandalism,Complete,Under Review,22
2237,4046,2024-07-19,10595.64,Natural Disaster,Complete,Under Review,34
2238,5420,2023-10-24,2228.88,Accident,Complete,Approved,10
2239,2749,2023-04-01,4459.3,Natural Disaster,Complete,Under Review,7
2240,4947,2022-11-21,12378.87,Vandalism,Complete,Under Review,79
2241,4426,2024-01-25,14452.0,Theft,Complete,Rejected,75
2242,8507,2023-02-22,1755.26,Natural Disaster,Incomplete,Rejected,70
2243,8621,2024-05-26,6818.57,Fire,Pending,Under Review,11
2244,9537,2023-07-31,4455.44,Vandalism,Incomplete,Rejected,85
2245,8623,2023-10-23,4840.65,Accident,Incomplete,Under Review,55
2246,3481,2024-06-19,17526.72,Fire,Incomplete,Approved,8
2247,1265,2023-05-25,17385.04,Fire,Complete,Rejected,90
2248,3780,2024-06-07,14369.54,Fire,Complete,Under Review,74
2249,6167,2023-09-27,4945.16,Theft,Incomplete,Rejected,60
2250,1011,2023-12-14,3019.19,Fire,Complete,Under Review,72
2251,7476,2024-01-26,17153.11,Accident,Incomplete,Approved,79
2252,3711,2023-10-05,7630.02,Natural Disaster,Pending,Under Review,34
2253,3981,2022-11-11,12956.49,Vandalism,Pending,Approved,60
2254,6114,2023-07-06,12149.04,Theft,Complete,Approved,79
2255,5624,2024-04-24,6654.43,Accident,Pending,Under Review,64
2256,5053,2024-04-06,18784.55,Fire,Pending,Under Review,18
2257,1165,2023-04-13,1642.21,Accident,Incomplete,Approved,72
2258,9230,2024-08-08,6142.85,Theft,Pending,Approved,12
2259,6658,2024-03-31,2723.03,Vandalism,Incomplete,Rejected,70
2260,1278,2024-01-13,17965.45,Theft,Complete,Under Review,75
2261,7770,2024-06-02,11524.8,Vandalism,Pending,Rejected,73
2262,4699,2024-03-20,19710.92,Theft,Pending,Approved,42
2263,6327,2022-10-01,15459.37,Accident,Complete,Under Review,34
2264,1792,2023-03-19,9762.38,Vandalism,Pending,Under Review,64
2265,6615,2023-04-28,2079.75,Accident,Pending,Rejected,69
2266,8913,2022-10-07,5338.62,Fire,Pending,Approved,55
2267,8895,2024-06-12,14405.85,Natural Disaster,Complete,Approved,15
2268,6814,2023-12-30,18441.98,Theft,Incomplete,Rejected,84
2269,3611,2024-06-05,6531.03,Vandalism,Pending,Rejected,62
2270,4362,2024-02-05,8536.47,Theft,Pending,Rejected,44
2271,8042,2023-01-06,15080.44,Fire,Complete,Rejected,82
2272,7909,2023-12-27,7416.35,Vandalism,Pending,Under Review,80
2273,6330,2024-07-14,18034.47,Vandalism,Complete,Approved,31
2274,5754,2023-09-18,1638.49,Vandalism,Complete,Rejected,60
2275,7354,2023-03-29,1225.39,Theft,Complete,Under Review,3
2276,3101,2022-10-31,12801.65,Theft,Pending,Rejected,40
2277,2273,2024-09-13,13074.45,Vandalism,Pending,Under Review,10
2278,3809,2024-06-27,5585.1,Accident,Complete,Approved,85
2279,4969,2023-05-02,10009.14,Theft,Pending,Approved,20
2280,3929,2022-11-18,785.02,Accident,Pending,Under Review,64
2281,9842,2023-01-04,19038.2,Natural Disaster,Pending,Rejected,27
2282,1832,2024-05-24,3714.04,Vandalism,Pending,Approved,84
2283,3242,2024-09-15,1874.92,Natural Disaster,Complete,Approved,38
2284,6720,2023-01-08,2023.22,Theft,Complete,Approved,12
2285,5689,2023-10-16,16987.17,Accident,Incomplete,Rejected,80
2286,2616,2023-09-29,4244.91,Natural Disaster,Pending,Approved,35
2287,3080,2024-05-05,1145.7,Fire,Incomplete,Approved,57
2288,5063,2024-04-26,14414.75,Natural Disaster,Complete,Rejected,72
2289,7495,2023-06-20,3614.77,Theft,Incomplete,Rejected,6
2290,2829,2023-06-29,3882.98,Vandalism,Complete,Under Review,7
2291,3204,2022-12-28,11977.08,Theft,Complete,Approved,12
2292,3978,2024-01-19,5153.49,Accident,Complete,Approved,44
2293,9348,2023-02-18,4958.44,Fire,Pending,Under Review,15
2294,7074,2022-11-04,19094.75,Natural Disaster,Pending,Approved,16
2295,1621,2024-03-02,6972.19,Natural Disaster,Pending,Under Review,61
2296,9820,2023-06-09,11603.24,Vandalism,Pending,Approved,64
2297,4619,2024-01-18,15333.52,Fire,Pending,Approved,47
2298,8168,2023-02-26,11286.55,Accident,Complete,Rejected,71
2299,1551,2023-11-11,4993.29,Accident,Pending,Rejected,3
2300,1012,2024-03-27,16322.52,Natural Disaster,Pending,Under Review,59
2301,3162,2023-03-01,3929.15,Fire,Complete,Rejected,64
2302,5925,2024-03-10,10912.45,Accident,Incomplete,Rejected,79
2303,8675,2023-08-05,11369.53,Natural Disaster,Incomplete,Approved,67
2304,9531,2023-02-11,5103.22,Vandalism,Complete,Under Review,5
2305,8189,2022-12-23,2006.31,Theft,Pending,Rejected,6
2306,6308,2023-06-30,957.24,Theft,Incomplete,Under Review,44
2307,2625,2023-01-28,19839.21,Natural Disaster,Incomplete,Under Review,56
2308,8785,2022-11-24,11297.97,Accident,Incomplete,Approved,28
2309,1983,2023-05-24,10010.97,Vandalism,Pending,Rejected,18
2310,6502,2023-04-05,18734.23,Vandalism,Incomplete,Under Review,84
2311,4103,2023-02-26,16391.53,Fire,Incomplete,Approved,28
2312,1125,2024-05-03,16027.0,Fire,Incomplete,Rejected,58
2313,1786,2024-06-21,1881.39,Natural Disaster,Incomplete,Approved,76
2314,2213,2023-05-26,5997.91,Natural Disaster,Incomplete,Under Review,52
2315,9029,2023-01-27,11211.15,Theft,Pending,Under Review,86
2316,4498,2023-12-16,8960.16,Vandalism,Pending,Rejected,45
2317,8406,2024-05-18,9511.09,Accident,Incomplete,Rejected,7
2318,7740,2022-11-17,9913.98,Accident,Complete,Under Review,33
2319,5797,2024-06-30,15892.31,Theft,Incomplete,Under Review,87
2320,4799,2023-04-01,16019.48,Theft,Complete,Approved,81
2321,9792,2024-01-15,15098.4,Theft,Pending,Rejected,43
2322,9311,2023-07-30,3724.45,Vandalism,Incomplete,Approved,79
2323,8959,2023-10-05,1268.42,Natural Disaster,Complete,Approved,56
2324,5026,2023-06-24,15154.57,Accident,Pending,Under Review,37
2325,1793,2023-01-19,17826.07,Fire,Pending,Under Review,65
2326,1143,2023-01-30,17852.65,Theft,Complete,Rejected,32
2327,9620,2024-02-11,9692.7,Theft,Incomplete,Under Review,49
2328,5192,2024-04-26,9922.92,Vandalism,Incomplete,Approved,9
2329,2667,2023-04-23,13237.58,Fire,Complete,Under Review,70
2330,7336,2024-01-12,13359.72,Theft,Complete,Under Review,48
2331,8678,2024-06-04,11567.33,Vandalism,Incomplete,Under Review,70
2332,3797,2023-11-07,6898.35,Vandalism,Pending,Under Review,53
2333,1515,2024-01-30,18187.85,Theft,Complete,Under Review,13
2334,2544,2022-12-23,1533.67,Accident,Complete,Under Review,85
2335,9511,2024-01-06,10446.16,Theft,Complete,Approved,40
2336,6942,2023-02-11,6726.05,Vandalism,Complete,Rejected,81
2337,2351,2023-03-05,4691.57,Fire,Incomplete,Approved,42
2338,4410,2023-06-15,19038.49,Accident,Complete,Approved,1
2339,7472,2023-01-31,9680.88,Vandalism,Pending,Approved,8
2340,8597,2023-05-04,14095.15,Vandalism,Pending,Approved,7
2341,7315,2024-01-25,17825.18,Fire,Incomplete,Rejected,64
2342,2496,2024-01-27,16890.94,Theft,Incomplete,Rejected,56
2343,1616,2022-11-30,5635.01,Fire,Incomplete,Approved,54
2344,4109,2023-11-30,18774.04,Accident,Incomplete,Rejected,5
2345,8684,2023-06-13,3652.01,Vandalism,Pending,Approved,32
2346,1230,2023-04-24,6719.18,Theft,Incomplete,Under Review,64
2347,2973,2023-09-28,19934.0,Theft,Pending,Rejected,24
2348,8043,2023-02-11,7571.48,Vandalism,Complete,Rejected,40
2349,6961,2024-04-04,15062.67,Vandalism,Incomplete,Approved,51
2350,9197,2024-02-26,12676.54,Accident,Incomplete,Rejected,46
2351,6889,2023-10-13,8705.04,Natural Disaster,Incomplete,Under Review,50
2352,3706,2023-03-12,17369.18,Vandalism,Pending,Under Review,67
2353,1851,2024-01-12,15189.43,Vandalism,Pending,Under Review,3
2354,3816,2022-11-25,14738.71,Fire,Complete,Approved,58
2355,9333,2024-03-05,4745.12,Vandalism,Pending,Rejected,5
2356,8093,2024-06-16,11755.07,Accident,Incomplete,Approved,43
2357,5605,2023-05-29,14009.03,Theft,Incomplete,Rejected,48
2358,5518,2024-09-14,14854.65,Natural Disaster,Incomplete,Rejected,27
2359,9867,2023-01-23,10343.13,Accident,Incomplete,Rejected,52
2360,8264,2022-12-07,13766.57,Accident,Pending,Rejected,34
2361,4311,2022-11-28,11233.98,Natural Disaster,Incomplete,Under Review,35
2362,1922,2024-06-14,18475.7,Natural Disaster,Incomplete,Approved,28
2363,7127,2023-06-07,1470.27,Vandalism,Pending,Rejected,50
