customer_id,age,gender,purchase_history,average_spend,loyalty_score,preferred_channel,engagement_score,canton
3293,28,Female,Fashion,457,87,Online,37,Bern
3294,70,Male,Fashion,162,54,Store,30,Geneva
3295,39,Female,Fashion,546,31,Store,38,Bern
3296,26,Male,Fashion,552,82,Online,99,Zürich
3297,32,Male,Travel,964,35,Online,63,Lausanne
3298,29,Male,Electronics,397,28,Store,89,Bern
3299,68,Male,Fashion,225,11,Store,43,Lugano
3300,19,Male,Grocery,821,51,Online,46,Geneva
3301,56,Female,Electronics,750,48,Online,3,Bern
3302,36,Female,Fashion,256,37,Store,47,Basel
3303,37,Male,Fashion,792,36,Online,24,Zürich
3304,57,Female,Grocery,992,40,Online,1,Geneva
3305,58,Female,Electronics,614,98,Online,55,Bern
3306,45,Male,Grocery,941,5,Store,66,Basel
3307,42,Male,Fashion,567,33,Online,2,Geneva
3308,32,Male,Electronics,494,27,Store,31,Lugano
3309,44,Male,Fashion,264,72,Online,7,Lugano
3310,61,Male,Travel,118,14,Online,65,Zürich
3311,52,Female,Electronics,581,51,Online,36,Zürich
3312,67,Female,Electronics,162,43,Online,79,Zürich
3313,30,Male,Fashion,251,66,Store,89,Bern
3314,45,Male,Electronics,992,80,Online,76,Lugano
3315,38,Male,Fashion,947,89,Store,60,Geneva
3316,30,Female,Travel,775,74,Store,93,Zürich
3317,18,Female,Electronics,603,6,Store,29,Bern
3318,26,Male,Electronics,837,45,Store,56,Lugano
3319,66,Male,Grocery,331,0,Store,88,Zürich
3320,44,Female,Fashion,924,38,Store,61,Lausanne
3321,35,Female,Fashion,816,37,Store,63,Lausanne
3322,65,Male,Travel,320,49,Online,38,Lausanne
3323,41,Female,Travel,289,99,Online,57,Lugano
3324,18,Male,Travel,212,63,Online,55,Lausanne
3325,18,Male,Electronics,854,52,Online,72,Lugano
3326,66,Female,Fashion,974,66,Store,52,Zürich
3327,48,Male,Grocery,805,85,Online,50,Geneva
3328,52,Male,Grocery,366,68,Store,89,Zürich
3329,65,Male,Travel,211,32,Store,51,Basel
3330,68,Female,Travel,770,24,Store,15,Basel
3331,22,Female,Grocery,397,13,Store,54,Geneva
3332,58,Female,Travel,541,97,Store,56,Geneva
3333,53,Male,Fashion,565,55,Store,24,Lugano
3334,58,Male,Travel,599,22,Store,24,Zürich
3335,66,Female,Electronics,919,3,Store,60,Lausanne
3336,61,Female,Travel,885,12,Online,60,Zürich
3337,20,Female,Grocery,897,23,Store,24,Bern
3338,27,Female,Travel,356,89,Online,19,Geneva
3339,32,Male,Grocery,911,54,Store,9,Bern
3340,42,Male,Electronics,385,37,Online,81,Bern
3341,59,Female,Travel,977,39,Store,51,Lausanne
3342,36,Female,Travel,145,65,Online,14,Basel
3343,53,Male,Travel,422,75,Store,27,Zürich
3344,69,Female,Travel,230,50,Online,23,Geneva
3345,50,Male,Electronics,698,67,Online,52,Zürich
3346,27,Male,Travel,151,7,Online,7,Lausanne
3347,66,Male,Fashion,529,56,Store,98,Geneva
3348,65,Female,Electronics,540,17,Online,80,Zürich
3349,35,Male,Travel,120,45,Store,42,Zürich
3350,60,Male,Fashion,371,35,Online,16,Lugano
3351,28,Male,Electronics,520,84,Store,65,Lugano
3352,62,Male,Travel,369,53,Store,2,Lugano
3353,42,Female,Fashion,519,59,Store,99,Geneva
3354,45,Female,Travel,523,63,Online,48,Lausanne
3355,27,Male,Grocery,641,7,Store,95,Zürich
3356,64,Male,Fashion,752,54,Store,15,Zürich
3357,19,Male,Electronics,942,62,Store,40,Basel
3358,27,Female,Travel,347,34,Store,34,Basel
3359,57,Female,Travel,282,6,Store,60,Lausanne
3360,47,Female,Grocery,630,15,Online,100,Zürich
3361,21,Female,Electronics,187,18,Store,39,Geneva
3362,65,Male,Travel,831,43,Store,90,Zürich
3363,26,Male,Electronics,354,97,Store,36,Zürich
3364,70,Male,Fashion,596,99,Online,15,Bern
3365,36,Female,Travel,569,25,Store,98,Lausanne
3366,29,Female,Grocery,605,74,Online,96,Basel
3367,49,Male,Grocery,423,17,Online,11,Zürich
3368,31,Female,Travel,751,87,Store,98,Basel
3369,25,Male,Travel,207,71,Store,52,Lausanne
3370,57,Female,Grocery,288,62,Store,30,Lugano
3371,64,Male,Fashion,229,84,Online,41,Geneva
3372,38,Male,Electronics,801,7,Store,65,Bern
3373,34,Male,Travel,241,98,Online,79,Basel
3374,49,Male,Fashion,438,36,Store,43,Zürich
3375,51,Male,Grocery,410,75,Online,95,Zürich
3376,30,Male,Electronics,796,72,Online,34,Lugano
3377,33,Male,Travel,870,50,Online,84,Lausanne
3378,20,Male,Electronics,529,100,Online,44,Geneva
3379,32,Male,Travel,464,98,Online,4,Lausanne
3380,60,Female,Grocery,625,4,Store,11,Geneva
3381,67,Female,Travel,776,23,Online,28,Bern
3382,61,Female,Fashion,213,43,Store,50,Basel
3383,34,Male,Travel,112,38,Store,80,Bern
3384,20,Female,Travel,306,56,Store,63,Lugano
3385,29,Female,Electronics,273,86,Store,83,Geneva
3386,56,Male,Grocery,791,26,Online,79,Geneva
3387,62,Male,Electronics,508,76,Store,40,Basel
3388,61,Female,Grocery,691,56,Online,30,Lugano
3389,19,Female,Travel,497,55,Online,90,Lausanne
3390,44,Female,Electronics,796,7,Store,2,Zürich
3391,47,Male,Fashion,677,71,Online,99,Lugano
3392,29,Male,Travel,782,77,Store,58,Lugano
3393,43,Female,Grocery,300,28,Store,70,Bern
3394,33,Female,Grocery,604,42,Online,98,Geneva
3395,70,Male,Electronics,933,62,Online,49,Zürich
3396,19,Male,Electronics,755,25,Store,96,Zürich
3397,64,Female,Grocery,144,24,Store,98,Lugano
3398,18,Female,Grocery,949,66,Store,4,Lugano
3399,42,Male,Grocery,359,79,Store,5,Bern
3400,19,Female,Travel,332,47,Store,87,Zürich
3401,27,Female,Travel,939,10,Store,52,Zürich
3402,57,Male,Electronics,557,48,Online,37,Bern
3403,58,Male,Travel,392,37,Online,43,Basel
3404,27,Male,Travel,448,63,Online,78,Lausanne
3405,23,Female,Fashion,199,32,Online,28,Lausanne
3406,48,Male,Grocery,849,51,Online,2,Zürich
3407,62,Female,Fashion,710,55,Store,32,Basel
3408,64,Female,Electronics,809,80,Online,50,Lausanne
3409,44,Male,Electronics,836,50,Online,91,Lausanne
3410,61,Female,Grocery,728,19,Online,37,Basel
3411,67,Male,Travel,381,58,Online,44,Basel
3412,65,Male,Electronics,717,51,Store,35,Zürich
3413,42,Female,Fashion,635,30,Online,77,Bern
3414,68,Male,Electronics,978,7,Store,90,Geneva
3415,53,Male,Fashion,883,86,Online,72,Bern
3416,19,Male,Grocery,816,3,Online,70,Zürich
3417,33,Male,Fashion,485,39,Store,75,Basel
3418,22,Male,Electronics,487,34,Store,24,Lausanne
3419,19,Male,Fashion,385,25,Online,87,Basel
3420,27,Female,Grocery,136,98,Online,68,Zürich
3421,70,Male,Grocery,926,35,Store,99,Lugano
3422,67,Female,Grocery,255,70,Online,46,Bern
3423,62,Male,Travel,906,77,Online,92,Basel
3424,67,Female,Fashion,560,81,Online,52,Lugano
3425,47,Female,Travel,495,22,Store,72,Zürich
3426,45,Male,Grocery,707,73,Online,81,Lugano
3427,62,Female,Fashion,900,96,Store,3,Bern
3428,36,Female,Travel,659,50,Online,98,Zürich
3429,60,Male,Fashion,866,10,Store,7,Lausanne
3430,33,Female,Travel,541,6,Online,97,Lausanne
3431,37,Female,Grocery,790,1,Store,68,Bern
3432,65,Female,Travel,581,83,Online,55,Lugano
3433,62,Female,Travel,827,33,Store,87,Geneva
3434,64,Male,Fashion,824,26,Online,79,Bern
3435,56,Male,Fashion,927,71,Online,95,Lausanne
3436,47,Male,Travel,777,41,Store,20,Basel
3437,19,Male,Fashion,273,58,Online,23,Lausanne
3438,54,Male,Grocery,825,1,Online,100,Zürich
3439,19,Male,Travel,105,25,Store,27,Lugano
3440,64,Male,Electronics,391,84,Online,29,Lugano
3441,61,Male,Grocery,408,26,Store,72,Geneva
3442,65,Female,Grocery,549,62,Store,3,Bern
3443,23,Male,Electronics,522,23,Store,36,Geneva
3444,29,Male,Electronics,146,61,Online,11,Lausanne
3445,65,Female,Grocery,519,72,Store,67,Zürich
3446,59,Male,Electronics,861,10,Online,25,Geneva
3447,46,Male,Fashion,306,76,Store,12,Basel
3448,46,Male,Travel,953,47,Online,60,Zürich
3449,48,Female,Grocery,455,57,Online,94,Basel
3450,35,Male,Grocery,945,66,Store,60,Bern
3451,48,Female,Travel,983,97,Online,60,Lausanne
3452,56,Male,Travel,278,98,Store,41,Lugano
3453,21,Male,Grocery,832,4,Online,53,Zürich
3454,36,Male,Fashion,811,29,Store,73,Lausanne
3455,60,Male,Electronics,738,16,Store,90,Lugano
3456,40,Male,Electronics,158,21,Online,44,Lugano
3457,54,Female,Grocery,620,56,Store,26,Geneva
3458,58,Male,Travel,231,91,Store,89,Lausanne
3459,40,Female,Electronics,523,58,Store,95,Zürich
3460,66,Male,Travel,807,92,Online,41,Geneva
3461,55,Female,Fashion,331,33,Store,89,Geneva
3462,19,Male,Fashion,168,86,Online,90,Lausanne
3463,69,Male,Fashion,976,95,Store,62,Geneva
3464,42,Male,Travel,613,5,Online,38,Basel
3465,46,Male,Electronics,446,41,Store,24,Geneva
3466,48,Female,Grocery,833,4,Store,17,Basel
3467,49,Male,Grocery,421,14,Store,100,Lugano
3468,43,Male,Fashion,693,48,Store,31,Lausanne
3469,32,Female,Electronics,861,79,Store,32,Zürich
3470,25,Female,Travel,746,82,Store,80,Bern
3471,41,Female,Travel,365,58,Online,8,Zürich
3472,52,Male,Fashion,600,52,Online,64,Lugano
3473,30,Female,Grocery,704,88,Store,79,Zürich
3474,26,Male,Grocery,450,55,Store,81,Lugano
3475,65,Male,Grocery,896,43,Store,45,Bern
3476,53,Female,Fashion,256,21,Store,45,Lugano
3477,27,Female,Fashion,569,97,Online,31,Bern
3478,64,Male,Travel,562,35,Store,34,Geneva
3479,37,Male,Travel,100,3,Store,84,Geneva
3480,69,Male,Electronics,566,44,Online,37,Lausanne
3481,23,Male,Travel,858,78,Store,52,Basel
3482,62,Female,Grocery,236,64,Online,67,Geneva
3483,45,Female,Fashion,123,44,Online,50,Geneva
3484,34,Female,Travel,728,90,Online,38,Bern
3485,32,Female,Travel,614,57,Online,29,Lugano
3486,51,Male,Electronics,423,37,Online,62,Geneva
3487,28,Male,Grocery,966,94,Store,6,Basel
3488,32,Male,Grocery,985,25,Store,71,Lugano
3489,57,Female,Travel,317,17,Store,22,Lugano
3490,24,Female,Grocery,681,93,Store,58,Geneva
3491,68,Female,Electronics,687,38,Online,66,Bern
3492,62,Male,Grocery,588,96,Store,20,Bern
3493,46,Female,Fashion,156,37,Store,37,Bern
3494,54,Female,Travel,999,34,Online,98,Lugano
3495,33,Male,Fashion,988,12,Online,36,Geneva
3496,23,Male,Travel,506,73,Online,15,Basel
3497,31,Female,Grocery,557,19,Store,88,Basel
3498,24,Male,Grocery,189,93,Store,87,Geneva
3499,54,Female,Grocery,197,42,Store,2,Geneva
3500,22,Female,Grocery,455,67,Online,86,Zürich
3501,35,Male,Electronics,667,94,Online,58,Lugano
3502,18,Female,Travel,922,52,Online,31,Geneva
3503,52,Female,Grocery,704,57,Store,16,Zürich
3504,28,Female,Electronics,123,87,Store,28,Lausanne
3505,34,Female,Fashion,827,33,Online,47,Bern
3506,19,Female,Electronics,499,94,Online,13,Bern
3507,48,Female,Electronics,481,99,Online,11,Geneva
3508,41,Male,Electronics,471,30,Online,3,Zürich
3509,55,Female,Grocery,193,16,Online,63,Bern
3510,42,Female,Fashion,410,17,Online,3,Lugano
3511,29,Female,Fashion,672,72,Online,46,Lugano
3512,62,Male,Travel,273,51,Online,29,Lugano
3513,67,Male,Grocery,601,64,Store,43,Geneva
3514,34,Male,Travel,406,100,Store,69,Zürich
3515,45,Female,Grocery,815,71,Store,59,Bern
3516,46,Female,Travel,627,35,Store,48,Bern
3517,34,Female,Electronics,484,55,Store,24,Geneva
3518,42,Male,Fashion,213,17,Store,24,Geneva
3519,42,Female,Electronics,330,6,Online,6,Lausanne
3520,64,Male,Electronics,453,28,Online,98,Geneva
3521,30,Male,Electronics,898,62,Online,27,Geneva
3522,39,Female,Electronics,525,35,Online,37,Lugano
3523,70,Female,Travel,941,93,Store,7,Lausanne
3524,30,Male,Fashion,318,0,Store,31,Bern
3525,48,Male,Travel,405,96,Online,81,Lugano
3526,56,Male,Fashion,168,79,Online,53,Bern
3527,58,Male,Grocery,621,43,Store,96,Lausanne
3528,40,Male,Grocery,313,40,Store,13,Basel
3529,34,Male,Fashion,557,99,Store,100,Lugano
3530,23,Male,Travel,204,67,Online,80,Zürich
3531,31,Male,Travel,227,62,Store,30,Lausanne
3532,54,Female,Travel,550,58,Online,75,Bern
3533,70,Female,Travel,832,46,Online,63,Geneva
3534,63,Male,Fashion,751,14,Store,26,Basel
3535,51,Male,Travel,710,45,Store,79,Geneva
3536,70,Male,Electronics,619,7,Online,74,Basel
3537,53,Female,Electronics,868,37,Online,34,Geneva
3538,57,Female,Grocery,418,1,Online,35,Basel
3539,44,Male,Electronics,803,59,Store,39,Lugano
3540,64,Female,Travel,193,46,Online,88,Geneva
3541,53,Male,Grocery,189,15,Store,25,Zürich
3542,63,Female,Travel,108,1,Store,10,Bern
3543,21,Female,Fashion,759,44,Store,84,Zürich
3544,22,Male,Travel,351,14,Store,78,Geneva
3545,69,Male,Electronics,412,5,Store,39,Lugano
3546,39,Male,Electronics,528,48,Store,7,Lugano
3547,23,Female,Grocery,758,66,Store,20,Basel
3548,30,Male,Electronics,714,4,Store,59,Zürich
3549,48,Female,Grocery,821,29,Online,26,Bern
3550,31,Female,Fashion,808,18,Store,23,Geneva
3551,59,Female,Travel,841,2,Store,42,Lugano
3552,31,Female,Travel,699,99,Online,96,Geneva
3553,62,Female,Fashion,361,65,Store,54,Basel
3554,59,Male,Fashion,186,81,Store,97,Lugano
3555,61,Male,Fashion,412,56,Store,66,Zürich
3556,39,Male,Electronics,297,25,Online,24,Lausanne
3557,29,Female,Fashion,913,11,Store,72,Geneva
3558,34,Female,Grocery,868,69,Online,55,Geneva
3559,38,Male,Fashion,497,81,Store,7,Basel
3560,55,Male,Grocery,680,81,Online,53,Lugano
3561,32,Female,Grocery,150,89,Online,90,Geneva
3562,38,Female,Electronics,747,82,Store,85,Lugano
3563,42,Female,Travel,942,45,Online,7,Geneva
3564,60,Female,Fashion,611,100,Store,64,Lugano
3565,55,Female,Electronics,461,58,Online,98,Geneva
3566,53,Female,Grocery,493,92,Online,67,Basel
3567,59,Female,Electronics,346,1,Store,83,Zürich
3568,59,Male,Fashion,591,71,Store,65,Bern
3569,34,Male,Grocery,988,68,Store,45,Bern
3570,25,Male,Electronics,600,75,Store,57,Lugano
3571,59,Male,Electronics,756,48,Store,41,Lugano
3572,21,Male,Fashion,317,69,Store,95,Bern
3573,28,Female,Fashion,372,41,Store,16,Lausanne
3574,38,Male,Grocery,182,62,Store,90,Bern
3575,70,Male,Electronics,451,5,Online,16,Bern
3576,26,Male,Travel,282,46,Store,38,Basel
3577,28,Female,Grocery,877,92,Online,91,Basel
3578,55,Female,Grocery,895,37,Store,30,Zürich
3579,23,Male,Fashion,696,70,Online,37,Lugano
3580,58,Male,Travel,777,72,Store,23,Bern
3581,56,Female,Grocery,899,97,Online,45,Zürich
3582,52,Male,Grocery,172,6,Online,48,Lugano
3583,64,Male,Grocery,531,12,Store,1,Bern
3584,55,Male,Electronics,213,1,Online,92,Zürich
3585,62,Male,Electronics,772,87,Store,84,Bern
3586,27,Male,Fashion,155,52,Online,85,Lugano
3587,54,Female,Fashion,368,20,Store,44,Lausanne
3588,46,Female,Fashion,327,77,Online,38,Basel
3589,50,Female,Travel,106,34,Store,33,Lausanne
3590,43,Female,Travel,234,16,Store,35,Basel
3591,50,Male,Travel,526,69,Store,72,Lugano
3592,28,Male,Travel,275,82,Store,34,Lugano
3593,66,Male,Fashion,831,5,Online,56,Zürich
3594,53,Female,Grocery,299,8,Store,86,Lugano
3595,60,Male,Fashion,400,10,Online,33,Geneva
3596,35,Female,Electronics,283,59,Online,26,Zürich
3597,56,Female,Electronics,874,46,Store,81,Lugano
3598,45,Male,Electronics,889,38,Online,3,Geneva
3599,56,Male,Grocery,539,66,Store,52,Lugano
3600,27,Female,Grocery,374,98,Store,27,Geneva
3601,56,Female,Travel,154,1,Online,6,Geneva
3602,31,Male,Electronics,236,63,Online,30,Lugano
3603,42,Male,Travel,561,12,Store,80,Zürich
3604,46,Female,Grocery,965,20,Store,33,Geneva
3605,35,Female,Electronics,894,75,Online,92,Lausanne
3606,21,Female,Travel,527,79,Online,66,Lausanne
3607,65,Male,Fashion,533,61,Store,52,Zürich
3608,50,Male,Fashion,801,25,Store,16,Lugano
3609,53,Male,Electronics,714,36,Online,32,Zürich
3610,57,Male,Fashion,223,22,Store,35,Lausanne
3611,47,Female,Travel,732,67,Online,6,Geneva
3612,33,Female,Electronics,615,9,Store,97,Lausanne
3613,67,Female,Electronics,327,77,Online,97,Zürich
3614,36,Female,Electronics,696,72,Online,6,Lugano
3615,49,Female,Travel,971,97,Store,68,Bern
3616,60,Male,Travel,296,33,Store,19,Lugano
3617,27,Male,Fashion,125,18,Online,47,Bern
3618,21,Male,Travel,301,59,Online,5,Lugano
3619,58,Female,Fashion,278,15,Online,18,Zürich
3620,69,Male,Fashion,744,57,Online,16,Zürich
3621,58,Male,Electronics,960,22,Online,4,Basel
3622,53,Female,Grocery,528,87,Store,43,Geneva
3623,48,Male,Travel,227,54,Online,22,Basel
3624,63,Male,Electronics,455,82,Online,86,Bern
3625,60,Male,Travel,670,86,Store,68,Lausanne
3626,21,Male,Fashion,964,92,Online,92,Geneva
3627,65,Male,Grocery,944,66,Store,53,Lugano
3628,34,Male,Fashion,879,67,Store,68,Lugano
3629,57,Female,Electronics,614,98,Store,26,Lugano
3630,58,Female,Electronics,800,22,Online,56,Basel
3631,30,Female,Fashion,749,61,Store,62,Lugano
3632,70,Female,Grocery,615,97,Online,18,Geneva
3633,29,Male,Electronics,236,49,Store,57,Geneva
3634,47,Male,Travel,316,9,Store,51,Lausanne
3635,53,Male,Electronics,779,63,Store,15,Geneva
3636,38,Female,Travel,191,54,Store,79,Lausanne
3637,56,Male,Grocery,116,94,Online,54,Zürich
3638,22,Male,Electronics,603,5,Online,37,Zürich
3639,50,Male,Fashion,636,67,Store,0,Lugano
3640,58,Female,Grocery,271,20,Store,97,Lugano
3641,64,Female,Travel,457,52,Store,50,Lugano
3642,19,Female,Travel,222,29,Store,93,Geneva
3643,46,Female,Fashion,484,95,Online,17,Lugano
3644,19,Female,Travel,751,70,Online,2,Geneva
3645,48,Female,Travel,686,25,Store,1,Lausanne
3646,20,Male,Electronics,416,66,Online,83,Lausanne
3647,34,Female,Grocery,592,12,Online,56,Geneva
3648,21,Male,Travel,474,65,Online,0,Basel
3649,67,Female,Electronics,152,9,Online,13,Lugano
3650,38,Female,Electronics,676,78,Store,16,Geneva
3651,18,Male,Grocery,224,25,Online,43,Geneva
3652,31,Female,Travel,682,95,Online,13,Lugano
3653,51,Male,Electronics,751,72,Online,29,Geneva
3654,53,Female,Travel,106,83,Store,51,Zürich
3655,22,Male,Grocery,822,80,Online,43,Lugano
3656,42,Male,Grocery,514,73,Store,90,Basel
3657,35,Female,Travel,344,30,Online,77,Bern
3658,29,Male,Electronics,162,84,Store,80,Bern
3659,37,Male,Travel,658,32,Store,98,Zürich
3660,50,Female,Travel,487,81,Store,34,Geneva
3661,54,Male,Electronics,660,84,Store,77,Bern
3662,61,Male,Fashion,857,76,Store,28,Lausanne
3663,25,Female,Grocery,624,74,Online,96,Bern
3664,56,Male,Fashion,867,2,Online,73,Lugano
3665,48,Female,Electronics,894,96,Online,62,Basel
3666,58,Male,Electronics,554,60,Online,17,Geneva
3667,68,Male,Fashion,865,94,Online,54,Zürich
3668,52,Female,Electronics,293,27,Online,97,Lugano
3669,64,Male,Electronics,265,41,Store,85,Zürich
3670,47,Male,Electronics,493,77,Online,21,Zürich
3671,52,Female,Electronics,987,14,Store,22,Basel
3672,58,Male,Electronics,299,97,Store,83,Geneva
3673,25,Male,Electronics,778,51,Store,11,Lausanne
3674,59,Female,Grocery,443,100,Online,56,Lausanne
3675,31,Male,Fashion,599,89,Store,17,Bern
3676,29,Male,Electronics,880,65,Online,40,Lausanne
3677,60,Male,Electronics,847,87,Online,19,Geneva
3678,20,Male,Electronics,560,31,Online,28,Lausanne
3679,59,Male,Electronics,127,57,Store,19,Geneva
3680,62,Male,Grocery,187,49,Store,96,Geneva
3681,54,Female,Electronics,662,43,Store,85,Lugano
3682,47,Male,Grocery,566,81,Online,88,Lugano
3683,67,Male,Fashion,148,21,Store,53,Lugano
3684,38,Female,Electronics,720,10,Online,31,Bern
3685,26,Male,Electronics,121,45,Online,96,Zürich
3686,55,Female,Grocery,181,16,Store,83,Geneva
3687,20,Female,Grocery,305,83,Online,80,Zürich
3688,61,Female,Travel,922,4,Store,22,Geneva
3689,45,Male,Travel,394,76,Store,30,Bern
3690,40,Male,Grocery,419,67,Online,98,Geneva
3691,37,Female,Fashion,961,49,Store,25,Lausanne
3692,46,Male,Grocery,475,18,Online,23,Basel
3693,28,Female,Travel,125,74,Store,58,Zürich
3694,43,Female,Fashion,502,69,Online,46,Geneva
3695,35,Female,Grocery,865,28,Store,11,Bern
3696,45,Male,Travel,850,18,Store,65,Zürich
3697,54,Male,Fashion,593,41,Online,65,Lausanne
3698,50,Male,Electronics,372,80,Store,21,Lugano
3699,34,Female,Grocery,388,100,Online,78,Lausanne
3700,33,Female,Travel,915,14,Store,37,Basel
3701,22,Male,Fashion,688,9,Online,59,Zürich
3702,53,Male,Grocery,908,100,Store,34,Basel
3703,20,Female,Travel,216,7,Online,66,Zürich
3704,23,Male,Electronics,416,56,Store,76,Lausanne
3705,34,Male,Fashion,239,1,Online,90,Zürich
3706,45,Female,Grocery,692,23,Online,56,Basel
3707,27,Female,Grocery,365,17,Online,48,Bern
3708,63,Male,Grocery,784,76,Online,80,Lugano
3709,19,Male,Fashion,223,15,Store,77,Lausanne
3710,36,Male,Electronics,264,30,Online,10,Lugano
3711,32,Female,Travel,570,41,Store,85,Geneva
3712,41,Male,Fashion,100,16,Store,9,Lugano
3713,25,Male,Grocery,202,98,Store,45,Zürich
3714,48,Female,Electronics,894,90,Store,45,Lausanne
3715,62,Female,Electronics,439,93,Online,64,Lugano
3716,61,Female,Grocery,389,71,Store,92,Basel
3717,31,Female,Fashion,686,56,Store,23,Lausanne
3718,42,Male,Travel,347,58,Online,53,Geneva
3719,25,Male,Travel,668,99,Online,65,Geneva
3720,28,Female,Grocery,394,25,Online,61,Bern
3721,38,Female,Travel,675,45,Store,87,Lugano
3722,33,Female,Electronics,754,14,Online,56,Geneva
3723,30,Male,Electronics,715,65,Online,43,Lausanne
3724,50,Male,Travel,633,55,Online,50,Zürich
3725,44,Male,Grocery,389,43,Online,7,Zürich
3726,42,Female,Fashion,441,5,Online,52,Bern
3727,58,Male,Fashion,103,26,Online,94,Geneva
3728,34,Male,Fashion,204,95,Online,89,Lugano
3729,40,Female,Fashion,549,48,Online,52,Lausanne
3730,23,Male,Grocery,459,88,Online,63,Zürich
3731,41,Male,Electronics,291,46,Store,36,Bern
3732,47,Female,Travel,358,81,Store,33,Bern
3733,24,Male,Grocery,945,98,Store,65,Basel
3734,64,Female,Electronics,232,20,Online,82,Zürich
3735,42,Male,Travel,645,49,Online,11,Bern
3736,43,Female,Electronics,585,66,Online,86,Lugano
3737,50,Male,Travel,811,30,Online,94,Basel
3738,67,Female,Travel,976,72,Store,48,Lausanne
3739,38,Male,Electronics,546,38,Online,67,Basel
3740,30,Female,Travel,206,21,Online,56,Bern
3741,36,Male,Grocery,394,40,Online,33,Basel
3742,68,Female,Fashion,810,50,Online,76,Bern
3743,66,Male,Fashion,646,41,Store,46,Lausanne
3744,31,Male,Fashion,599,44,Online,18,Lausanne
3745,50,Male,Grocery,345,48,Store,54,Geneva
3746,69,Female,Grocery,330,46,Store,25,Lugano
3747,65,Male,Fashion,243,93,Online,2,Geneva
3748,38,Female,Grocery,839,47,Online,0,Lausanne
3749,35,Male,Grocery,207,93,Store,45,Bern
3750,23,Male,Fashion,599,78,Store,99,Bern
3751,58,Female,Grocery,595,29,Online,29,Geneva
3752,50,Male,Electronics,525,29,Store,31,Bern
3753,62,Male,Fashion,958,19,Online,67,Bern
3754,58,Female,Fashion,879,91,Store,28,Geneva
3755,38,Female,Travel,179,45,Online,48,Geneva
3756,67,Male,Electronics,753,86,Online,45,Geneva
3757,18,Male,Grocery,454,22,Store,20,Lausanne
3758,68,Female,Travel,958,8,Online,39,Lugano
3759,39,Male,Travel,204,71,Online,12,Lausanne
3760,34,Female,Electronics,466,7,Online,21,Geneva
3761,19,Female,Travel,421,92,Store,50,Zürich
3762,55,Male,Travel,787,17,Store,92,Geneva
3763,37,Female,Grocery,953,68,Online,98,Bern
3764,57,Female,Electronics,943,5,Store,19,Basel
3765,37,Female,Travel,206,96,Online,4,Basel
3766,56,Male,Fashion,126,93,Store,8,Bern
3767,53,Male,Electronics,849,89,Store,7,Geneva
3768,50,Male,Fashion,863,33,Store,73,Geneva
3769,30,Female,Fashion,644,44,Store,94,Zürich
3770,68,Female,Travel,907,92,Online,27,Lausanne
3771,47,Female,Fashion,681,44,Online,40,Lausanne
3772,66,Male,Fashion,742,4,Online,20,Zürich
3773,18,Female,Electronics,435,76,Online,88,Lausanne
3774,55,Female,Travel,317,3,Online,32,Bern
3775,60,Male,Travel,466,43,Store,83,Lausanne
3776,43,Male,Electronics,841,38,Online,27,Lugano
3777,68,Female,Grocery,260,88,Online,67,Lausanne
3778,37,Male,Electronics,845,39,Online,10,Zürich
3779,67,Female,Electronics,382,78,Store,44,Lausanne
3780,34,Female,Grocery,622,19,Store,52,Bern
3781,61,Female,Travel,297,51,Online,80,Basel
3782,41,Male,Fashion,734,16,Store,76,Basel
3783,23,Female,Electronics,724,2,Store,88,Geneva
3784,52,Male,Electronics,916,94,Store,55,Geneva
3785,36,Female,Electronics,480,64,Store,67,Lugano
3786,51,Female,Grocery,766,69,Online,5,Basel
3787,64,Female,Electronics,242,13,Store,98,Lugano
3788,35,Male,Grocery,633,53,Online,86,Bern
3789,52,Female,Electronics,386,47,Store,12,Lausanne
3790,41,Male,Fashion,518,19,Online,71,Lugano
3791,26,Female,Travel,232,40,Online,13,Geneva
3792,64,Male,Travel,383,46,Store,84,Bern
3793,20,Female,Grocery,798,75,Online,87,Bern
3794,52,Male,Electronics,870,30,Store,56,Lugano
3795,30,Female,Travel,158,84,Online,92,Lausanne
3796,69,Male,Fashion,545,13,Store,98,Geneva
3797,19,Female,Grocery,631,75,Store,93,Geneva
3798,29,Male,Electronics,275,12,Store,35,Lausanne
3799,59,Male,Electronics,563,96,Store,44,Zürich
3800,39,Female,Grocery,854,52,Store,70,Zürich
3801,56,Male,Grocery,592,0,Store,84,Bern
3802,64,Male,Grocery,454,34,Online,64,Bern
3803,59,Male,Fashion,265,0,Online,5,Zürich
3804,66,Female,Electronics,608,27,Online,90,Lausanne
3805,21,Female,Fashion,331,8,Online,87,Geneva
3806,45,Female,Grocery,780,58,Online,84,Zürich
3807,55,Male,Fashion,275,99,Store,30,Bern
3808,20,Female,Travel,765,46,Online,73,Lausanne
3809,30,Male,Travel,773,13,Store,4,Zürich
3810,45,Female,Electronics,523,92,Online,93,Lugano
3811,69,Male,Travel,314,52,Online,87,Lausanne
3812,30,Female,Travel,364,12,Online,39,Geneva
3813,43,Male,Fashion,946,54,Store,21,Lausanne
3814,46,Male,Electronics,999,90,Online,90,Lugano
3815,19,Female,Electronics,187,88,Online,24,Lausanne
3816,46,Female,Travel,439,76,Store,12,Basel
